Age,disuti_M,disuti_L,disuti_U,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,Batch
50,0.3271106673921452,0.31135602436499354,0.3444311591845971,0.0994640063607519,0.08994200859174911,0.11134747081816118,0.09939644956046172,0.08988115003629918,0.11125883073974403,0.09930723122436064,0.08980155033329935,0.11114291800735798,0.8707653877791017
55,0.34532179537499597,0.33176037204806247,0.35973031011088835,0.10467566662863098,0.09480306509115949,0.11750435914321432,0.10459028370966841,0.09472155456381134,0.11739506182823736,0.10447548279285243,0.09461498795990823,0.11725216899022498,0.8707653877791017
60,0.36417993946450394,0.3524456455889482,0.3766009305954219,0.1100966166540113,0.09982153227146641,0.12346030175406685,0.10999194686552402,0.09972879029657124,0.1233326087304682,0.10985498946601566,0.09960755682563315,0.1231672926291412,0.8707653877791017
65,0.3842288209489314,0.373458177099964,0.39562750793170093,0.1160276578874565,0.10510261991937896,0.12975717192519942,0.11589317477575178,0.10498746396305955,0.12960633592296808,0.11571497898117719,0.1048371778704769,0.12941672795610545,0.8707653877791017
70,0.4056337228040878,0.3939000201650419,0.41692069443401675,0.12218006214667118,0.11043700808328476,0.13669461263477467,0.12202076692884947,0.11029441305500505,0.13651019254988583,0.12181845984230258,0.11010837217617651,0.13626932400204467,0.8707653877791017
75,0.42820682433120416,0.41360305438611483,0.44171956961668746,0.12863772456920458,0.11581821493337684,0.14420775949922096,0.12843849572160568,0.11564671792316183,0.14397690009287936,0.12818054344115554,0.11542283430216584,0.14367353038653718,0.8707653877791017
80,0.45184695945568465,0.43288889389837526,0.4701686749449244,0.13558467335992463,0.12133844428119075,0.15251911601045579,0.13535297865228824,0.12116331905974011,0.1522368501901059,0.13505067040125707,0.12090329737189671,0.1518758753960816,0.8707653877791017
85,0.476686757680287,0.4525099640260639,0.5011976700193037,0.1428213798043474,0.12699772167688145,0.16121947807550613,0.14253314219996333,0.12678360139702058,0.16089267895919301,0.14215836704468826,0.12650419424099046,0.16045465648987423,0.8707653877791017
90,0.50311612227182545,0.47331582833322045,0.5347067095047872,0.15035787408809953,0.13320618041997306,0.1704515166286509,0.15002228424900865,0.1329161472874342,0.17006844329978016,0.14961067996550692,0.1325391941270512,0.16956898476167745,0.8707653877791017
50,0.3270605509933773,0.3113654531552634,0.34225503173696264,0.10640568519350256,0.09574035607994236,0.1181680361727844,0.10633310901983925,0.09567572041836535,0.11808000710733775,0.10623935030882371,0.09559117322306006,0.11796486968333196,0.4220571983605623
55,0.3451484462277761,0.3321644685382784,0.35811915893648516,0.1120851198271274,0.10116080069315628,0.12441135769130048,0.11199270997702664,0.1010837783303804,0.12430300332662364,0.11187551458655406,0.10098305167785314,0.124161322502,0.4220571983605623
60,0.36420612224387955,0.35313338866998273,0.3756083243490956,0.11806436436624783,0.10676796914352736,0.13095030049960707,0.11794611525587376,0.10666346397565886,0.13081711341707755,0.11779155190689433,0.10652687054503504,0.13064301764932212,0.4220571983605623
65,0.3843628299320759,0.37469130371895093,0.3946063194402734,0.12446646243738974,0.11276068914832355,0.1377761152885233,0.12432136513705738,0.1126392566955156,0.13760920951840103,0.12413178313281115,0.1124805861821805,0.13739115790731463,0.4220571983605623
70,0.4056846830826423,0.3952789783117681,0.4165083357732931,0.13127535599436532,0.11890472850987394,0.14504113357011986,0.13110013744829802,0.11875838811158279,0.14484253894722074,0.13087026318603096,0.11856722158297185,0.1445831499660042,0.4220571983605623
75,0.428116981204548,0.41528526604916477,0.4417980380898824,0.13841622030865247,0.12515337525393724,0.15296268918229447,0.1382017529806343,0.1249788290395449,0.15272141373760495,0.13792882487434754,0.12475089649524522,0.15240446294430798,0.4220571983605623
80,0.45170593582934504,0.43496487326915134,0.46964688061289517,0.14586935756318406,0.13151397286317626,0.16159003440154365,0.14560826982015626,0.1312872897575174,0.16129136965157623,0.14526910621121664,0.1309915046974,0.1608940550449191,0.4220571983605623
85,0.4766361221570936,0.454753278989209,0.5002196526259448,0.15385318211687693,0.1380776231694278,0.17116765584741747,0.15354380210156812,0.13782317814844147,0.17082249065659674,0.15311795952041027,0.13747026752279204,0.17032690075610604,0.4220571983605623
90,0.5030271389021957,0.47517408481279516,0.5336752554667854,0.16222108259718404,0.1448489243022004,0.18107068329345696,0.16183522405757292,0.14453595564259272,0.18060058467952447,0.16136656183561643,0.14412825113562772,0.1799882904512903,0.4220571983605623
50,0.3266334312787692,0.31163132622944395,0.34324750739874405,0.1086016629456017,0.09808752176077579,0.12082722932977756,0.10852408164898662,0.09802257084302876,0.12073633246672265,0.10842078795905538,0.0979376059980546,0.12061956055484686,0.5523131042718887
55,0.34479291798560674,0.3320201016865753,0.35913053590362204,0.11441848846580795,0.1037295182527406,0.1269014656088744,0.11432369352055999,0.10364883358858737,0.12678547208935598,0.11419841308053415,0.10354001484547011,0.12664214287270453,0.5523131042718887
60,0.3641424314678462,0.35289432745243654,0.37616349297013196,0.12039646930554554,0.10934293297770717,0.13359880216762815,0.1202789252234953,0.10923663310062684,0.13345652635581606,0.1201262069369115,0.10910124130286146,0.13326577405629264,0.5523131042718887
65,0.38425055328842506,0.3739141895088105,0.3948425708416798,0.12690503825441218,0.11522728808860513,0.14103804479629733,0.12674700512363565,0.11509926860969034,0.14087548711748674,0.1265405657481054,0.11494475757779939,0.14066307564824745,0.5523131042718887
70,0.4056581416754072,0.39514173934692925,0.41707701327637664,0.13379765765540363,0.12163072101652969,0.14898687358365728,0.13362417926144993,0.1214606515074927,0.14878458328920074,0.13339030454755368,0.12123870653017334,0.14852039398284522,0.5523131042718887
75,0.42805799604710215,0.41445915551454543,0.44302549504635064,0.14101974444289792,0.12793226927398257,0.15776060194637218,0.1408006934482297,0.12775116507096895,0.15750114096410608,0.14052040798512966,0.12751469243924185,0.1571624927066419,0.5523131042718887
80,0.4517312876546027,0.4338078915619909,0.4711272453808373,0.14869652138148265,0.13414543218304828,0.16677068143150034,0.14842864688102486,0.13393305664231353,0.166462621218974,0.1480791564277304,0.13365584691809707,0.16607026652925705,0.5523131042718887
85,0.47664810579764993,0.45353589644886716,0.5021592148534505,0.15674720600182168,0.14089306463149093,0.176710350644168,0.15642794627511764,0.1406363770578323,0.1762942682252141,0.15600471662760573,0.14029263471186343,0.1758195532770209,0.5523131042718887
90,0.503132146985757,0.4741143028508087,0.5356571060729673,0.16516639526045268,0.1474965217788543,0.18760465092207332,0.16479279248855744,0.14715602721236445,0.18712896177412797,0.16431374895065154,0.14671234158144705,0.18644503781943353,0.5523131042718887
